t,output,input
433,-0.9519,-0.6355
434,-1.0227,-0.6355
435,-0.9462,-0.6355
436,-1.1507,-0.6355
437,-1.1772,-0.6355
438,-1.1519,-0.6355
439,-0.9274,-0.3500
440,-0.8106,-0.3500
441,-0.1840,-0.3500
442,-0.4794,-0.3500
443,-0.2692,-0.3500
444,-0.6229,-0.3500
445,-0.6190,-0.3500
446,-0.7644,-0.3500
447,-0.3780,-0.3500
448,-0.2316,-0.3500
449,-0.8235,-0.3500
450,-0.5169,-0.3500
451,-0.3139,-0.3500
452,-0.6353,-0.3500
453,-0.4597,-0.3500
454,-0.7229,-0.3500
455,-0.3482,-0.9086
456,-0.8756,-0.9086
457,-2.6948,-0.9086
458,-0.9345,-0.9086
459,-1.4301,-0.9086
460,-1.6082,-0.9086
461,-1.3991,-0.9086
462,-1.1018,-0.9086
463,-1.7555,-0.9086
464,-1.5141,-0.9086
465,-1.1166,-0.9086
466,-1.3021,-0.9086
467,-1.6387,-0.9086
468,-1.3151,-0.9086
469,-1.5730,-0.9086
470,-1.5001,-0.9086
471,-1.3528,-0.8231
472,-1.5454,-0.8231
473,-1.1891,-0.8231
474,-1.3299,-0.8231
475,-1.2690,-0.8231
476,-1.3573,-0.8231
477,-1.4462,-0.8231
478,-1.3083,-0.8231
479,-1.2502,-0.8231
480,-1.3126,-0.8231
481,-1.2013,-0.8231
482,-1.1988,0.6059
483,-0.6345,-0.6018
484,2.3508,-0.6018
485,-4.1127,-0.6018
486,0.7697,-0.6018
487,-1.6417,-0.6018
488,-0.9371,-0.6018
489,-0.9393,-0.6018
490,-0.8165,-0.6018
491,-0.9095,-0.6018
492,-1.0657,-0.6018
493,-0.9187,-0.6018
494,-0.7430,-0.6018
495,-0.7872,-0.6018
496,-1.3097,-0.6018
497,-1.0687,-0.6018
498,-0.7940,-0.6018
499,-0.9850,-0.6018
500,-0.7266,-0.6018
